concurso,metodo,dezenas,acertos
62,M3_mais_atrasadas,02-03-05-06-07-08-10-12-13-16-17-18-21-23-24,8
62,M4_par_impar_balanceado,02-04-05-08-11-13-14-15-17-18-19-20-21-22-24,9
62,M5_soma_faixa_comum,02-03-04-07-09-10-11-12-13-15-16-17-19-24-25,10
63,M1_aleatorio_puro,02-03-05-07-09-10-11-13-15-16-18-20-23-24-25,8
63,M2_mais_frequentes,01-02-05-06-07-08-11-13-14-16-17-19-20-23-24,8
63,M3_mais_atrasadas,02-03-04-05-06-08-09-10-12-16-19-21-22-23-24,10
63,M4_par_impar_balanceado,01-02-03-04-05-07-08-10-11-12-14-16-18-21-23,7
63,M5_soma_faixa_comum,01-02-04-06-08-09-10-12-13-16-17-18-23-24-25,10
64,M1_aleatorio_puro,01-03-04-07-09-11-12-13-14-16-18-20-21-22-23,9
64,M2_mais_frequentes,01-02-04-05-06-08-11-13-14-16-17-19-20-23-24,9
64,M3_mais_atrasadas,01-02-03-05-06-07-09-11-14-15-18-20-22-23-25,11
64,M4_par_impar_balanceado,02-06-09-11-12-14-15-16-17-18-19-21-22-24-25,7
64,M5_soma_faixa_comum,01-03-04-05-06-07-10-11-13-15-17-19-22-24-25,8
65,M1_aleatorio_puro,02-04-07-08-10-11-14-15-16-17-19-20-22-24-25,11
65,M2_mais_frequentes,01-02-05-06-07-08-11-13-14-16-17-19-20-23-24,8
65,M3_mais_atrasadas,04-05-06-08-10-11-12-14-15-16-19-21-22-24-25,8
65,M4_par_impar_balanceado,01-07-08-10-11-12-14-15-16-17-18-19-20-22-23,11
65,M5_soma_faixa_comum,03-05-06-07-09-10-12-13-15-17-18-21-22-23-25,9
66,M1_aleatorio_puro,02-03-04-08-09-10-14-15-16-18-19-21-22-24-25,10
66,M2_mais_frequentes,01-02-05-06-07-08-11-13-14-16-17-19-20-23-24,10
66,M3_mais_atrasadas,03-04-05-06-08-09-11-12-13-14-16-17-18-23-24,8
66,M4_par_impar_balanceado,01-02-04-06-10-11-13-14-17-18-20-21-23-24-25,11
66,M5_soma_faixa_comum,02-03-04-06-07-09-10-12-13-14-19-20-21-23-24,8
67,M1_aleatorio_puro,01-03-04-05-07-09-11-14-15-16-20-21-22-23-25,10
67,M2_mais_frequentes,01-02-05-06-07-08-11-13-14-16-17-19-20-23-24,9
67,M3_mais_atrasadas,03-05-06-07-08-09-11-12-13-16-18-19-20-23-25,10
67,M4_par_impar_balanceado,01-02-05-08-09-10-13-14-15-16-18-20-22-23-25,10
67,M5_soma_faixa_comum,01-02-03-05-06-08-11-12-13-15-17-20-22-23-25,9
68,M1_aleatorio_puro,04-05-06-08-11-12-14-15-16-17-18-19-20-23-24,7
68,M2_mais_frequentes,01-02-05-07-08-10-11-13-14-16-17-19-20-23-24,9
68,M3_mais_atrasadas,01-02-03-04-06-09-10-11-14-15-16-17-18-19-25,9
68,M4_par_impar_balanceado,03-04-06-07-09-10-11-14-17-18-20-21-22-24-25,8
68,M5_soma_faixa_comum,01-02-04-05-09-10-12-14-15-16-19-20-23-24-25,9
69,M1_aleatorio_puro,02-03-04-06-07-08-09-10-11-12-14-15-17-20-22,9
69,M2_mais_frequentes,01-02-05-06-07-08-10-11-14-16-17-19-20-23-24,10
69,M3_mais_atrasadas,04-10-11-12-13-14-15-17-18-19-20-21-22-23-24,11
69,M4_par_impar_balanceado,01-02-04-05-07-09-10-12-16-18-19-22-23-24-25,9
69,M5_soma_faixa_comum,01-02-03-06-07-10-11-12-13-15-19-20-21-22-24,9
70,M1_aleatorio_puro,04-05-07-10-11-12-13-15-16-18-19-20-22-23-25,8
70,M2_mais_frequentes,01-02-05-06-07-08-10-11-14-16-17-19-20-23-24,10
70,M3_mais_atrasadas,01-02-03-05-06-07-11-12-13-14-16-19-22-24-25,11
70,M4_par_impar_balanceado,02-03-04-05-07-08-09-12-14-15-17-20-22-23-24,9
70,M5_soma_faixa_comum,01-02-04-08-10-11-14-15-16-18-19-20-21-23-24,9
71,M1_aleatorio_puro,01-03-04-05-07-09-10-11-15-17-18-19-20-21-22,9
71,M2_mais_frequentes,01-02-05-06-07-08-10-11-14-16-17-19-20-23-24,8
71,M3_mais_atrasadas,03-04-07-08-11-13-14-15-16-17-18-19-21-22-23,11
71,M4_par_impar_balanceado,02-04-05-06-07-10-11-12-15-16-17-20-22-23-25,7
71,M5_soma_faixa_comum,01-02-03-06-08-10-11-12-14-16-18-20-22-24-25,9
72,M1_aleatorio_puro,01-03-04-05-06-07-10-11-12-16-18-20-22-24-25,9
72,M2_mais_frequentes,01-02-05-06-07-08-09-10-11-14-16-19-20-23-24,9
72,M3_mais_atrasadas,02-03-04-07-08-09-10-12-17-19-20-21-22-24-25,7
72,M4_par_impar_balanceado,02-03-04-05-07-08-09-11-14-15-17-18-20-22-24,9
72,M5_soma_faixa_comum,02-03-05-07-10-12-14-15-17-18-19-20-21-22-23,8
73,M1_aleatorio_puro,03-04-06-07-08-09-10-14-15-16-17-19-22-24-25,8
73,M2_mais_frequentes,01-02-05-06-07-08-10-11-14-16-17-19-20-23-24,10
73,M3_mais_atrasadas,03-04-05-06-09-10-12-14-18-19-20-21-22-24-25,7
73,M4_par_impar_balanceado,02-03-05-06-10-11-12-13-14-15-16-17-20-22-25,10
73,M5_soma_faixa_comum,01-03-07-08-11-12-13-14-16-17-18-20-21-24-25,10
74,M1_aleatorio_puro,04-05-06-07-08-09-10-11-12-13-15-17-20-21-23,8
74,M2_mais_frequentes,01-02-05-07-08-10-11-13-14-16-17-19-20-23-24,8
74,M3_mais_atrasadas,03-04-05-06-08-09-12-13-14-16-17-20-22-23-24,9
74,M4_par_impar_balanceado,01-02-05-06-07-08-09-10-11-15-16-18-20-21-22,10
74,M5_soma_faixa_comum,01-03-04-05-07-09-10-11-14-16-17-20-21-22-24,7
75,M1_aleatorio_puro,02-04-05-11-12-13-14-15-16-17-18-19-21-22-25,8
75,M2_mais_frequentes,01-02-05-06-07-08-10-11-13-14-16-17-19-20-23,11
75,M3_mais_atrasadas,01-04-07-08-09-10-12-13-14-17-18-19-20-21-24,8
75,M4_par_impar_balanceado,01-04-06-08-09-10-12-13-15-16-17-22-23-24-25,10
75,M5_soma_faixa_comum,01-03-05-09-10-11-12-13-14-15-16-18-20-23-24,9
76,M1_aleatorio_puro,02-04-07-08-10-12-13-14-15-17-18-19-21-23-24,9
76,M2_mais_frequentes,01-02-05-06-07-08-10-11-13-14-16-17-19-20-23,9
76,M3_mais_atrasadas,02-05-06-09-11-12-13-14-15-18-19-21-22-23-24,8
76,M4_par_impar_balanceado,01-03-04-05-06-10-12-14-15-18-19-20-21-22-25,9
76,M5_soma_faixa_comum,01-02-03-04-05-08-12-13-16-17-19-21-22-23-24,11
77,M1_aleatorio_puro,01-04-05-07-08-09-10-11-14-15-16-22-23-24-25,8
77,M2_mais_frequentes,01-02-05-06-07-08-10-11-13-14-16-17-19-20-23,7
77,M3_mais_atrasadas,01-02-04-06-07-10-11-12-14-17-18-20-22-24-25,11
77,M4_par_impar_balanceado,01-02-05-06-07-08-11-12-13-16-18-19-22-23-24,7
77,M5_soma_faixa_comum,01-02-04-05-06-08-09-10-16-17-19-20-21-24-25,10
78,M1_aleatorio_puro,02-04-05-07-08-09-10-12-13-14-15-16-21-22-25,8
78,M2_mais_frequentes,01-02-05-06-07-08-10-11-13-14-16-17-19-20-23,11
78,M3_mais_atrasadas,01-05-06-07-08-09-10-12-13-15-16-19-20-23-25,11
78,M4_par_impar_balanceado,01-02-03-06-08-10-12-13-15-16-18-19-20-23-25,12
78,M5_soma_faixa_comum,02-03-05-06-09-11-12-13-14-16-17-19-21-22-25,8
79,M1_aleatorio_puro,01-02-03-04-05-06-08-12-15-16-19-20-21-22-25,9
79,M2_mais_frequentes,01-02-05-06-07-08-10-11-13-14-16-17-19-20-23,7
79,M3_mais_atrasadas,04-07-09-10-11-13-14-17-19-20-21-22-23-24-25,8
79,M4_par_impar_balanceado,04-06-08-11-12-13-14-15-16-17-20-21-22-23-25,8
79,M5_soma_faixa_comum,02-03-04-05-07-08-12-13-14-15-17-18-20-24-25,11
80,M1_aleatorio_puro,01-04-07-09-10-12-13-14-18-19-20-21-23-24-25,9
80,M2_mais_frequentes,01-02-05-06-07-08-11-13-14-16-17-19-20-23-24,7
80,M3_mais_atrasadas,03-04-06-07-08-10-11-13-14-15-16-19-20-21-23,7
80,M4_par_impar_balanceado,01-02-04-05-06-08-09-10-12-13-15-18-22-23-25,10
80,M5_soma_faixa_comum,03-04-05-06-08-09-10-11-12-13-15-16-21-24-25,7
81,M1_aleatorio_puro,01-05-06-08-10-11-13-15-16-17-18-20-21-22-23,10
81,M2_mais_frequentes,01-02-05-06-07-08-10-11-13-14-16-17-19-20-23,11
81,M3_mais_atrasadas,01-06-07-08-11-12-13-16-18-19-20-21-22-23-24,8
81,M4_par_impar_balanceado,02-03-04-05-09-12-13-14-16-17-18-19-20-21-22,9
81,M5_soma_faixa_comum,02-03-04-05-06-07-08-10-15-17-18-20-21-22-23,10
82,M1_aleatorio_puro,02-04-05-06-08-09-10-14-16-17-20-21-22-23-25,9
82,M2_mais_frequentes,01-02-05-06-07-08-10-11-13-14-16-17-19-20-23,9
82,M3_mais_atrasadas,03-05-07-08-09-11-12-14-17-18-20-22-23-24-25,9
82,M4_par_impar_balanceado,01-02-03-04-06-07-08-09-12-14-15-18-19-22-25,10
82,M5_soma_faixa_comum,02-03-04-06-09-11-12-13-14-15-16-20-22-23-25,9
83,M1_aleatorio_puro,01-02-03-05-06-07-13-15-16-17-18-19-20-22-23,8
83,M2_mais_frequentes,01-02-05-06-07-08-11-13-14-15-16-17-19-20-23,10
83,M3_mais_atrasadas,02-03-07-09-10-11-13-14-16-19-20-21-22-24-25,9
83,M4_par_impar_balanceado,01-06-07-08-09-10-11-14-16-18-19-20-22-23-25,9
83,M5_soma_faixa_comum,02-03-05-06-07-13-14-15-16-17-19-20-21-22-24,8
84,M1_aleatorio_puro,01-02-06-07-09-10-11-12-13-14-15-16-17-22-24,9
84,M2_mais_frequentes,01-02-05-06-07-08-10-11-13-14-16-17-19-20-23,9
84,M3_mais_atrasadas,02-04-06-07-09-11-15-16-17-18-19-21-22-23-25,10
84,M4_par_impar_balanceado,02-03-04-07-08-09-11-12-14-15-16-17-18-24-25,9
84,M5_soma_faixa_comum,01-03-04-06-07-08-09-10-11-12-19-20-22-24-25,10
85,M1_aleatorio_puro,04-07-08-09-11-12-13-15-19-20-21-22-23-24-25,9
85,M2_mais_frequentes,01-02-05-06-08-10-11-13-14-15-16-17-19-20-23,10
85,M3_mais_atrasadas,03-04-05-07-09-10-11-12-13-14-16-18-20-21-25,9
85,M4_par_impar_balanceado,01-03-05-06-07-09-10-12-13-16-18-19-20-22-24,8
85,M5_soma_faixa_comum,03-04-05-07-09-10-11-12-17-18-19-21-22-24-25,7
86,M1_aleatorio_puro,01-02-03-04-07-09-10-11-13-14-15-17-18-24-25,9
86,M2_mais_frequentes,01-02-05-06-08-10-11-13-14-15-16-17-19-20-23,9
86,M3_mais_atrasadas,01-03-04-05-06-08-10-12-16-17-19-20-22-24-25,9
86,M4_par_impar_balanceado,02-05-06-08-10-11-12-13-14-17-18-19-23-24-25,13
86,M5_soma_faixa_comum,03-04-05-08-09-10-11-12-13-15-16-17-18-20-22,8
87,M1_aleatorio_puro,01-04-05-06-07-09-11-15-18-19-21-22-23-24-25,9
87,M2_mais_frequentes,01-02-05-06-08-10-11-13-14-15-16-17-19-20-23,9
87,M3_mais_atrasadas,01-03-07-10-11-12-13-15-16-18-20-21-22-23-25,10
87,M4_par_impar_balanceado,04-05-06-08-09-10-11-12-13-16-18-21-23-24-25,9
87,M5_soma_faixa_comum,02-03-04-06-07-09-10-14-15-18-21-22-23-24-25,9
88,M1_aleatorio_puro,01-02-03-04-06-07-11-12-13-15-16-17-20-21-23,6
88,M2_mais_frequentes,01-02-05-06-08-09-11-13-14-15-16-17-19-20-23,9
88,M3_mais_atrasadas,02-04-06-07-08-09-10-11-12-14-16-17-19-21-23,10
88,M4_par_impar_balanceado,02-04-05-07-10-11-12-13-14-16-17-19-20-22-23,9
88,M5_soma_faixa_comum,01-02-03-05-06-08-10-11-12-15-17-20-23-24-25,10
89,M1_aleatorio_puro,03-04-05-09-11-12-14-15-16-18-20-21-23-24-25,9
89,M2_mais_frequentes,01-02-05-06-08-11-13-14-16-17-19-20-23-24-25,11
89,M3_mais_atrasadas,02-03-04-06-07-12-13-14-15-16-18-20-21-22-23,9
89,M4_par_impar_balanceado,02-04-05-07-08-09-10-12-15-17-18-21-22-23-24,7
89,M5_soma_faixa_comum,01-02-04-05-08-09-10-14-15-16-19-20-21-23-24,8
90,M1_aleatorio_puro,02-03-05-06-07-08-10-12-15-16-17-19-20-21-23,10
90,M2_mais_frequentes,01-02-05-06-08-11-13-14-15-16-17-19-20-23-25,9
90,M3_mais_atrasadas,02-03-04-05-07-08-09-10-11-13-14-15-16-18-19,6
90,M4_par_impar_balanceado,03-04-05-06-07-08-10-11-15-18-20-21-22-23-24,10
90,M5_soma_faixa_comum,01-02-03-05-07-10-11-13-14-17-19-20-23-24-25,10
91,M1_aleatorio_puro,03-04-05-06-10-13-14-15-17-18-19-20-22-23-24,9
91,M2_mais_frequentes,01-02-05-06-08-11-13-14-16-17-19-20-23-24-25,9
91,M3_mais_atrasadas,01-04-05-06-07-08-09-10-13-14-16-18-19-21-22,8
91,M4_par_impar_balanceado,02-04-05-06-07-08-09-11-14-15-18-19-20-21-24,6
91,M5_soma_faixa_comum,01-03-05-06-08-09-10-11-15-17-19-21-22-24-25,8
92,M1_aleatorio_puro,02-03-04-09-10-11-14-16-17-18-19-22-23-24-25,8
92,M2_mais_frequentes,01-02-05-08-10-11-13-14-15-16-17-19-20-23-25,8
92,M3_mais_atrasadas,02-03-04-05-06-07-08-10-15-17-18-19-21-22-24,11
92,M4_par_impar_balanceado,01-02-03-04-05-06-09-11-12-15-16-18-20-22-25,8
92,M5_soma_faixa_comum,01-04-05-06-07-08-09-13-14-16-17-18-22-24-25,10
93,M1_aleatorio_puro,01-03-04-05-06-10-12-13-15-16-17-19-21-22-23,9
93,M2_mais_frequentes,01-02-05-06-08-11-13-14-15-16-17-19-20-23-25,8
93,M3_mais_atrasadas,03-05-07-09-10-11-15-16-17-20-21-22-23-24-25,9
93,M4_par_impar_balanceado,02-03-06-07-09-10-11-12-15-16-17-18-21-22-24,9
93,M5_soma_faixa_comum,01-02-05-06-08-09-10-12-13-17-18-19-22-23-25,10
94,M1_aleatorio_puro,01-04-05-06-07-09-10-12-14-16-18-19-21-22-25,7
94,M2_mais_frequentes,01-02-05-06-08-11-13-14-15-16-17-19-20-23-24,9
94,M3_mais_atrasadas,01-03-05-06-07-08-11-12-13-14-15-16-20-22-25,7
94,M4_par_impar_balanceado,06-07-08-11-14-15-16-17-18-19-20-22-23-24-25,9
94,M5_soma_faixa_comum,01-02-03-04-07-10-11-14-17-19-20-21-22-24-25,7
95,M1_aleatorio_puro,01-03-04-05-11-13-16-17-18-19-21-22-23-24-25,9
95,M2_mais_frequentes,01-02-05-06-08-11-13-14-15-16-17-19-20-23-24,9
95,M3_mais_atrasadas,01-03-05-06-07-08-09-10-11-13-14-15-19-20-25,9
95,M4_par_impar_balanceado,02-05-06-08-10-12-13-15-16-17-19-21-22-23-24,8
95,M5_soma_faixa_comum,02-03-05-07-08-09-10-11-13-17-18-19-21-22-25,9
96,M1_aleatorio_puro,01-02-04-05-06-07-11-12-13-16-18-19-21-22-24,9
96,M2_mais_frequentes,01-02-05-08-10-11-13-14-15-16-17-19-20-23-24,7
96,M3_mais_atrasadas,01-02-06-07-08-09-11-13-15-16-17-21-23-24-25,7
96,M4_par_impar_balanceado,02-03-04-05-07-08-10-11-15-16-17-19-20-22-24,8
96,M5_soma_faixa_comum,01-03-05-06-09-11-12-13-15-16-17-20-22-24-25,8
97,M1_aleatorio_puro,01-02-06-07-08-09-11-12-14-17-18-19-20-21-22,7
97,M2_mais_frequentes,01-02-05-06-08-11-13-14-15-16-17-19-20-23-24,9
97,M3_mais_atrasadas,01-02-05-07-08-09-11-13-14-15-16-17-20-22-25,7
97,M4_par_impar_balanceado,02-03-06-07-08-09-10-11-14-15-17-18-20-23-24,9
97,M5_soma_faixa_comum,01-03-04-05-07-08-09-15-16-18-19-20-21-23-25,7
98,M1_aleatorio_puro,01-02-03-04-07-10-11-12-14-15-16-19-23-24-25,8
98,M2_mais_frequentes,01-02-05-06-08-11-13-14-15-16-17-19-20-23-24,11
98,M3_mais_atrasadas,01-02-05-07-08-09-10-11-16-18-19-21-22-24-25,10
98,M4_par_impar_balanceado,01-02-06-07-09-10-11-12-13-14-16-18-19-22-23,8
98,M5_soma_faixa_comum,01-02-03-04-07-10-11-12-13-14-19-20-21-22-23,7
99,M1_aleatorio_puro,03-05-06-07-08-09-11-12-13-16-20-22-23-24-25,8
99,M2_mais_frequentes,01-02-05-08-10-11-13-14-15-16-17-19-20-23-24,10
99,M3_mais_atrasadas,03-04-05-07-09-11-12-13-14-16-17-19-20-21-25,11
99,M4_par_impar_balanceado,01-02-03-04-05-06-07-10-14-16-19-20-21-22-23,10
99,M5_soma_faixa_comum,04-05-06-07-09-10-13-14-15-16-17-19-20-22-23,8
100,M1_aleatorio_puro,01-02-04-05-06-08-12-13-14-15-17-18-20-24-25,8
100,M2_mais_frequentes,01-02-05-08-10-11-13-14-15-16-17-19-20-23-24,9
100,M3_mais_atrasadas,02-05-06-08-09-10-12-15-16-17-18-19-21-22-23,8
100,M4_par_impar_balanceado,02-04-05-07-10-11-12-13-14-16-17-18-22-23-25,11
100,M5_soma_faixa_comum,01-02-04-07-08-10-11-12-15-17-18-20-22-23-24,9
101,M1_aleatorio_puro,02-04-06-07-08-10-12-13-15-17-18-19-22-24-25,7
101,M2_mais_frequentes,01-02-05-08-10-11-13-14-15-16-17-19-20-23-24,10
101,M3_mais_atrasadas,02-04-05-06-07-10-15-16-17-18-19-20-21-24-25,9
101,M4_par_impar_balanceado,02-03-05-06-07-08-11-12-13-14-17-18-21-22-24,8
101,M5_soma_faixa_comum,01-05-06-07-08-09-12-14-15-16-17-18-21-22-25,8
102,M1_aleatorio_puro,01-05-06-09-10-12-13-14-15-17-18-20-21-22-24,7
102,M2_mais_frequentes,01-02-05-08-10-11-13-14-15-16-17-19-20-23-24,6
102,M3_mais_atrasadas,01-02-04-05-06-08-11-12-14-15-17-18-19-22-25,9
102,M4_par_impar_balanceado,01-02-03-05-08-13-14-16-18-20-21-22-23-24-25,8
102,M5_soma_faixa_comum,01-04-05-07-08-09-11-12-14-15-19-20-22-23-24,9
103,M1_aleatorio_puro,02-03-04-07-08-11-13-14-15-16-18-20-23-24-25,10
103,M2_mais_frequentes,01-02-05-06-08-10-11-13-14-16-17-19-20-23-24,9
103,M3_mais_atrasadas,02-04-05-06-08-11-12-13-14-15-16-17-20-24-25,8
103,M4_par_impar_balanceado,01-07-08-09-10-11-14-16-17-18-20-22-23-24-25,11
103,M5_soma_faixa_comum,01-03-04-05-06-08-11-14-15-16-17-18-19-21-23,10
104,M1_aleatorio_puro,01-02-03-04-05-06-07-08-11-13-15-20-21-22-25,9
104,M2_mais_frequentes,01-02-04-05-08-10-11-13-14-16-17-19-20-23-24,8
104,M3_mais_atrasadas,05-06-07-08-09-12-13-14-15-16-17-19-20-21-24,10
104,M4_par_impar_balanceado,01-02-04-08-09-13-14-16-17-18-19-20-21-23-24,7
104,M5_soma_faixa_comum,01-03-04-06-07-08-10-11-14-18-19-20-23-24-25,9
105,M1_aleatorio_puro,01-02-03-04-06-10-11-12-13-14-16-17-19-20-25,9
105,M2_mais_frequentes,01-02-05-08-10-11-13-14-16-17-19-20-23-24-25,7
105,M3_mais_atrasadas,01-02-03-04-05-06-08-09-11-12-14-15-17-20-23,8
105,M4_par_impar_balanceado,01-02-06-07-11-12-14-15-17-18-19-20-21-22-24,9
105,M5_soma_faixa_comum,02-03-06-07-08-09-10-11-13-14-19-20-21-23-25,10
106,M1_aleatorio_puro,01-02-03-06-07-08-09-13-14-16-17-18-20-23-24,8
106,M2_mais_frequentes,01-02-05-08-10-11-13-14-16-17-19-20-23-24-25,9
106,M3_mais_atrasadas,01-02-03-05-08-11-14-16-17-18-19-20-22-23-24,8
106,M4_par_impar_balanceado,01-02-04-08-09-10-11-13-14-16-17-18-19-20-25,8
106,M5_soma_faixa_comum,02-03-04-05-06-08-10-12-14-16-17-18-21-22-23,11
107,M1_aleatorio_puro,01-04-05-08-10-11-14-15-16-18-19-20-21-22-23,7
107,M2_mais_frequentes,01-02-05-08-10-11-13-14-15-16-17-19-20-23-25,6
107,M3_mais_atrasadas,01-04-06-07-08-09-11-16-17-18-19-20-21-24-25,12
107,M4_par_impar_balanceado,01-03-04-05-06-07-09-10-11-12-14-15-18-20-24,11
107,M5_soma_faixa_comum,02-03-05-06-08-10-11-12-13-15-17-20-21-23-25,9
108,M1_aleatorio_puro,03-04-05-06-07-09-10-12-13-15-17-21-22-23-24,7
108,M2_mais_frequentes,01-02-05-08-10-11-13-14-15-16-17-19-20-23-25,9
108,M3_mais_atrasadas,02-05-09-10-13-14-16-18-19-20-21-22-23-24-25,8
108,M4_par_impar_balanceado,01-02-03-05-06-12-13-14-18-19-20-22-23-24-25,8
108,M5_soma_faixa_comum,01-02-04-05-08-09-10-13-15-16-19-21-22-23-25,10
109,M1_aleatorio_puro,02-04-05-08-09-10-15-16-17-18-19-20-23-24-25,8
109,M2_mais_frequentes,01-02-04-05-08-10-11-13-14-16-17-19-20-23-25,8
109,M3_mais_atrasadas,03-05-06-07-08-09-10-11-13-15-17-19-20-21-24,9
109,M4_par_impar_balanceado,01-02-03-06-07-08-10-11-12-14-17-18-19-22-25,7
109,M5_soma_faixa_comum,01-02-06-07-08-10-11-14-15-17-18-22-23-24-25,7
110,M1_aleatorio_puro,01-02-03-08-09-11-12-13-14-16-18-20-22-24-25,8
110,M2_mais_frequentes,01-02-04-05-08-10-11-13-14-16-17-19-20-23-25,10
110,M3_mais_atrasadas,02-04-06-07-08-09-10-13-14-15-17-18-19-20-22,8
110,M4_par_impar_balanceado,01-02-03-04-05-06-07-11-14-18-20-21-22-24-25,10
110,M5_soma_faixa_comum,01-03-04-05-07-09-11-13-15-16-17-19-20-23-24,9
111,M1_aleatorio_puro,03-06-07-08-11-12-13-14-16-18-20-22-23-24-25,8
111,M2_mais_frequentes,01-02-04-05-08-10-11-13-14-16-17-19-20-23-25,8
111,M3_mais_atrasadas,02-03-05-06-07-08-09-10-11-15-16-18-22-24-25,9
111,M4_par_impar_balanceado,02-03-04-06-07-09-12-14-15-16-18-19-21-22-23,7
111,M5_soma_faixa_comum,02-03-04-05-07-10-13-16-17-18-19-20-21-22-24,9
112,M1_aleatorio_puro,01-06-07-08-09-10-12-14-15-16-19-20-21-22-25,8
112,M2_mais_frequentes,01-02-04-05-08-10-11-13-14-16-17-19-20-23-25,10
112,M3_mais_atrasadas,02-03-04-06-07-08-09-10-11-12-14-16-20-22-23,9
112,M4_par_impar_balanceado,02-03-04-06-08-11-13-14-15-19-20-22-23-24-25,10
112,M5_soma_faixa_comum,01-03-05-06-07-08-09-11-12-17-20-22-23-24-25,7
113,M1_aleatorio_puro,01-02-03-05-08-09-10-12-14-16-17-18-21-22-25,8
113,M2_mais_frequentes,01-02-04-05-08-10-11-13-14-16-17-19-20-23-25,11
113,M3_mais_atrasadas,04-05-07-08-09-11-12-13-16-17-20-21-22-24-25,10
113,M4_par_impar_balanceado,01-06-07-08-12-14-16-17-18-19-21-22-23-24-25,9
113,M5_soma_faixa_comum,02-03-05-06-07-09-10-15-16-17-20-21-22-23-25,6
114,M1_aleatorio_puro,02-04-05-06-08-09-10-11-12-16-17-19-20-24-25,9
114,M2_mais_frequentes,01-02-05-06-08-10-11-13-14-16-17-19-20-23-25,9
114,M3_mais_atrasadas,03-07-08-09-10-13-15-16-17-18-19-20-22-23-25,8
114,M4_par_impar_balanceado,01-02-04-07-08-10-12-13-14-15-19-20-23-24-25,9
114,M5_soma_faixa_comum,01-03-04-06-07-08-09-10-15-17-18-20-21-22-24,11
115,M1_aleatorio_puro,01-03-04-07-08-09-10-11-13-18-19-20-22-23-25,9
115,M2_mais_frequentes,01-02-05-06-08-10-11-13-14-16-17-19-20-23-25,9
115,M3_mais_atrasadas,01-02-03-04-05-12-13-15-16-17-18-19-23-24-25,9
115,M4_par_impar_balanceado,01-06-08-09-10-11-14-15-17-18-19-20-21-22-24,8
115,M5_soma_faixa_comum,02-03-04-05-06-09-10-11-15-16-17-18-20-22-23,9
116,M1_aleatorio_puro,01-04-05-07-08-10-13-14-16-18-19-20-22-23-24,9
116,M2_mais_frequentes,01-02-05-06-08-10-11-13-14-16-17-19-20-23-25,11
116,M3_mais_atrasadas,02-03-05-06-07-08-10-14-15-17-19-22-23-24-25,6
116,M4_par_impar_balanceado,01-02-03-04-05-06-10-13-14-15-16-20-21-22-23,9
116,M5_soma_faixa_comum,01-02-05-06-07-08-09-14-15-16-17-20-21-22-25,8
117,M1_aleatorio_puro,01-04-06-07-08-11-13-14-16-18-20-21-23-24-25,9
117,M2_mais_frequentes,01-02-05-06-08-10-11-13-14-16-17-19-20-23-25,10
117,M3_mais_atrasadas,03-04-05-06-07-08-09-10-13-15-17-18-22-23-24,10
117,M4_par_impar_balanceado,02-03-06-08-10-11-12-13-15-16-17-18-19-20-23,10
117,M5_soma_faixa_comum,02-03-04-06-08-09-10-11-13-17-20-21-22-23-25,9
118,M1_aleatorio_puro,01-04-06-08-09-10-11-12-15-17-18-19-21-22-23,10
118,M2_mais_frequentes,01-02-05-06-08-10-11-13-14-16-17-19-20-23-25,8
118,M3_mais_atrasadas,01-02-03-04-05-08-10-11-12-16-17-19-21-22-24,9
118,M4_par_impar_balanceado,01-02-03-04-05-08-10-11-12-15-17-20-22-23-24,9
118,M5_soma_faixa_comum,01-04-05-06-08-13-14-15-16-17-18-20-23-24-25,10
119,M1_aleatorio_puro,03-04-05-06-08-10-13-14-17-18-19-20-21-22-23,10
119,M2_mais_frequentes,01-02-05-06-08-10-11-13-14-16-17-19-20-23-25,8
119,M3_mais_atrasadas,01-02-03-07-09-10-11-12-14-15-16-17-19-20-25,7
119,M4_par_impar_balanceado,01-02-04-06-08-10-11-12-15-17-19-20-22-23-25,11
119,M5_soma_faixa_comum,01-02-03-06-07-09-10-12-14-15-16-21-22-23-25,8
120,M1_aleatorio_puro,03-05-06-07-08-11-12-13-14-15-17-19-21-23-24,11
120,M2_mais_frequentes,01-02-05-06-08-10-11-13-14-16-17-19-20-23-25,8
120,M3_mais_atrasadas,02-03-05-07-08-09-11-12-13-14-15-16-19-22-25,10
120,M4_par_impar_balanceado,03-05-06-09-10-12-13-14-15-16-20-21-22-24-25,9
120,M5_soma_faixa_comum,03-04-06-08-09-11-13-14-16-18-19-20-21-23-25,9
121,M1_aleatorio_puro,01-03-06-07-10-11-13-14-17-19-20-21-23-24-25,8
121,M2_mais_frequentes,01-02-05-06-08-10-11-13-14-16-17-19-20-23-25,9
121,M3_mais_atrasadas,02-03-04-06-07-08-09-10-13-14-17-21-22-23-25,8
121,M4_par_impar_balanceado,01-02-03-04-05-08-10-14-16-18-19-20-21-23-25,9
121,M5_soma_faixa_comum,01-03-05-09-10-11-12-13-15-16-18-19-20-22-24,9
122,M1_aleatorio_puro,03-04-05-06-07-08-09-10-12-15-16-17-19-20-23,9
122,M2_mais_frequentes,01-02-05-06-08-10-11-13-14-16-17-19-20-23-25,10
122,M3_mais_atrasadas,02-03-06-08-09-10-13-14-15-19-20-21-22-23-24,9
122,M4_par_impar_balanceado,02-03-04-05-06-07-10-11-12-13-15-17-18-20-24,9
